artist;track;duration
Pink Floyd;Take It Back;393
Pink Floyd;Wearing the Inside Out;545
Pink Floyd;A Great Day for Freedom;261
Pink Floyd;Marooned;122
Pink Floyd;Poles Apart;447
Pink Floyd;What Do You Want From Me;279
Pink Floyd;Cluster One;257
Fabrizio De André;Ave Maria;329
Pink Floyd;On the Turning Away;438
Pink Floyd;One Slip;278
Pink Floyd;The Dogs of War;362
Pink Floyd;Learning to Fly;292
Pink Floyd;Signs of Life;237
Godspeed You Black Emperor!;"Storm (Lift Yr. Skinny Fists Like Antennas To Heaven...; Gathering Storm; ''Welcome To Barco AM/PM...'' [L.A.X.; 5/14/00]; Cancer Towers On Holy Road Hi-Way)";0
The Steel Crows;Isolation;241
The Steel Crows;The Place Where No One Can Hear You Scream;182
The Steel Crows;Take Me Back Again;282
The Steel Crows;Straight Shooting Man;249
The Steel Crows;Jenny;216
Fabrizio De André;Amico Fragile;566
Francesco Guccini;Il pensionato;274
Sabicas;Farruca;221
Fabrizio De André;Quello che non ho;306
Bon Jovi;Blood On Blood;349
Fabrizio De André;Un malato di cuore;232
God's Pee;Strung Like Lights At Thee Printemps Erable;391
R.E.M.;All the Way to Reno;262
Godspeed You! Black Emperor;''Motherfucker=Redeemer'';0
Godspeed You! Black Emperor;Fire at Static Valley;458
Héroes del Silencio;Rueda, Fortuna!;249
Modulos;Sуlo Tú;0
Leño;Este Madrid;348
Patra;Ice Cream Love;0
Melendi;Con La Luna Llena;0
Metallica;Sad but True;506
99 Posse;Bon Voyage;310
Héroes del Silencio;Hechizo (En directo);192
Estopa;Fin De Semana;179
Jeanette;Seguire Amando;181
Jeanette;Te esperaré;166
Melendi;Moratalá [*];0
Héroes del Silencio;Sangre Hirviendo;318
Fabrizio De André;Un Giudice;217
Héroes del Silencio;El Estanque;256
Dead Kennedys;Terminal Preppie;97
System of a Down;Lonely Day (Official HD Video);0
Godspeed You! Black Emperor;Anthem for No State;1385
Godspeed You! Black Emperor;Fam / Famine;0
Godspeed You! Black Emperor;Bosses Hang;914
Godspeed You! Black Emperor;Undoing a Luciferian Towers;467
El Arrebato;La desagradecida;220
Black Sabbath;Paranoid;167
Anti-Flag;The Press Corpse;201
Leño;¡Corre, Corre!;205
Leño;Sin Solución;187
Leño;Insisto;198
99 Posse;Lettera Al Presidente;269
99 Posse;Me Siente?;254
99 Posse;Corto Circuito;310
99 Posse;Buongiorno;302
Scorpions;Still Loving You;387
Scorpions;Crossfire;276
Scorpions;As Soon as the Good Times Roll;303
Scorpions;Big City Nights;360
Scorpions;The Same Thrill;211
Scorpions;Coming Home;248
Scorpions;I'm Leaving You;221
Scorpions;Rock You Like a Hurricane;252
Supertramp;Child of Vision;438
The Stranglers;La Folie;368
Héroes del Silencio;Sal;20
Black Sabbath;Wicked World (Live) (Bonus);0
Black Sabbath;Fairies Wear Boots;413
Black Sabbath;Rat Salad;105
Black Sabbath;Hand of Doom;414
Black Sabbath;War Pigs;496
The Steel Crows;California Sunshine;198
The Steel Crows;Nothingness;281
The Steel Crows;Fight Of Our Lives;216
Fabrizio De André;Terzo Intermezzo;131
Fabrizio De André;Nella Mia Ora Di Libertà;309
Fabrizio De André;Verranno A Chiederti Del Nostro Amore;306
Fabrizio De André;Il Bombarolo;0
Fabrizio De André;La Canzone Del Padre;313
Fabrizio De André;Sogno Numero Due;192
Fabrizio De André;Al Ballo Mascherato;316
Fabrizio De André;La Bomba In Testa;239
Fabrizio De André;Introduzione;102
Jarabe de Palo;Grita;212
Jarabe de Palo;La Flaca;261
Jarabe de Palo;La Flaca [Acústica];0
Estopa;El Run Run;217
The Rolling Stones;Jumpin' Jack Flash;219
Estopa;Mundo Marrón;218
Francesco Guccini;Via Paolo Fabbri 43 (Remastered 2007);487
Francesco Guccini;L'Avvelenata (Remastered 2007);273
Francesco Guccini;Canzone Di Notte N.2 (Remastered 2007);292
Francesco Guccini;Piccola Storia Ignobile (2007 Digital Remaster);0
Extremoduro;Coda Flamenca (Otra Realidad);377
Extremoduro;Cuarto Movimiento: La Realidad;349
Extremoduro;Tercer Movimiento: Lo de Dentro;456
Extremoduro;Segundo Movimiento: Lo de Fuera;703
Extremoduro;Primer movimiento: el sueño;363
Big Brother & The Holding Company & Janis Joplin;I Need a Man to Love (Album Version);0
Big Brother & The Holding Company & Janis Joplin;Combination of the Two (Album Version);0
Black Sabbath;Iron Man;356
Black Sabbath;Planet Caravan;269
Black Sabbath;Electric Funeral;203
Agapito Marazuela;Entradilla castellana;0
Rolando Alarcón - Topic;Viva la Quinta Brigada;0
Extremoduro;Sucede (nueva mezcla 2004);0
Extremoduro;Me Estoy Quitando;132
Extremoduro;La Carrera;135
Extremoduro;Correcaminos Estate Al Loro;153
Extremoduro;Todos Me Dicen;251
Extremoduro;ábreme el pecho y registra;0
Extremoduro;Cabezabajo;220
Extremoduro;¡Qué Sonrisa Tan Rara!;196
Extremoduro;Tomás;88
Godspeed You! Black Emperor;''Rockets Fall On Rocket Falls.'';0
Godspeed You! Black Emperor;''09-15-00'';0
Chevelle Franklin;Mr. Loverman;0
Godspeed You! Black Emperor;'providence';0
Godspeed You Black Emperor!;"'East Hastings' (''...Nothing's Alrite In Our Life''/Deadflagblues (Reprise); The Sad Mafioso...; Drugs In Tokyo/Black Helicopter)";0
Godspeed You Black Emperor!;"'The Dead Flag Blues' (The Dead Flag Blues (Intro); Slow Moving Trains; The Cowboy...; (;outro)+ # ')";
Anti-Flag;State Funeral;121
Anti-Flag;1 Trillion Dollar$;150
Anti-Flag;This Is the End (For You My Friend);190
Godspeed You! Black Emperor;The Dead Flag Blues;987
Extremoduro;Islero, Shirlero o Ladrón;259
Extremoduro;Posado en un Nenúfar;142
Extremoduro;Malos Pensamientos;194
Extremoduro;Bribribibli;0
Extremoduro;Estoy Muy Bien;211
Extremoduro;Pepe Botika;250
Extremoduro;Sin Dios Ni Amo;230
Extremoduro;No Me Calientes, Que Me Hundo;172
Extremoduro;El Duende del Parque;260
Fabrizio De André;A pittima;223
Cocoa Tea;Pirates' Anthem;0
Vicente Amigo;Querido Methey (con Paco De Lucia);0
Tomatito;Pa Salinas  (rumba);0
Nacha Pop & Antonio Vega;Sentado al borde de ti;0
Jarabe de Palo;No Suelo Compararme;183
Dead Kennedys;Kill the Poor;207
Nacha Pop & Antonio Vega;La chica de ayer (Live);0
Modulos;Noche De Amor;373
Metallica;Of Wolf and Man;293
Rosendo;Cosita;169
Extremoduro;Historias prohibidas (versión 2004);0
Leño;¡Qué desilusión!;0
Dead Kennedys;Trust Your Mechanic;175
Leño;Cucarachas;198
The Doors;The Soft Parade;520
Nomadi;Per Fare un Uomo;171
Fabrizio De André;A Dumenega;218
Metallica;Harvester of Sorrow;408
Jarabe de Palo;El Bosque De Palo;211
Estopa;Necesito medicación;210
Siniestro Total;La rabia de vivir;119
Estopa;Pastillas Para Dormir;195
Anti-Flag;Hymn For the Dead;219
Anti-Flag;The Project For a New American Century;197
Anti-Flag;Emigre;179
Anti-Flag;I'd Tell You But...;130
Héroes del Silencio;Sal - Senda;0
Dire Straits;My Parties;328
Dire Straits;Iron Hand;188
Dire Straits;Heavy Fuel;284
Rosendo;Buenas Noches;148
Rosendo;Crucifixión;196
Rosendo;Pan De Higo;186
Rosendo;Me Gusta Así;265
Rosendo;Loco Por Incordiar;214
Rosendo;Callejones;299
Rosendo;...Y Dale;278
Rosendo;Corazón;212
Rosendo;Agradecido;275
Izi;Fumo da solo TESTO;0
Estopa;Mañanitas 2.0;249
Jarabe de Palo;Cambia la piel;349
Nacha Pop & Antonio Vega;Anatomía de una ola;0
Fabrizio De André;Jamin-A;145
Nick Cave & the Bad Seeds;She Passed by My Window;200
Rosendo;Sufrido;0
Leño;¿Dónde Está La Salvación?;239
Jarabe de Palo;Como peces en el agua;234
Maná;Me voy a convertir en un ave;301
Estopa;Ya No Me Acuerdo;170
Maná;Chaman;311
Fabrizio De André;Se Ti Tagliassero A Pezzetti;299
Nick Cave & the Bad Seeds;Right Out of Your Hand;315
Kreator;Hate Über Alles;228
Dead Kennedys;Forest Fire;169
R.E.M.;At My Most Beautiful;215
Nomadi;Il Paese Delle Favole;0
The Rolling Stones;Mother's Little Helper;167
Jeanette;oi tu voz;0
Nacha Pop & Antonio Vega;Océano de sol;0
Fabrizio De André;Laudate Hominem;53
Fabrizio De André;Tre Madri;173
Modulos;Luz Errante;186
Estopa;Fábricas de sueños;0
Fabrizio De André;Creuza De Ma;366
2021 Remaster;While My Guitar Gently Weeps;0
Extremoduro;Pepe Botika (versión 2004);237
Melendi;El Informe Del Forense;196
Leño;El Tren;372
The Rolling Stones;Dandelion;212
La La Land;Mia & Sebastian's Theme - Accurate Piano Tutorial with Sheet Music;0
Runaway;Kanye West;0
Elektroduendes;Trankilos Y Seguros;165
Elektroduendes;Armas De Destrucción;233
Elektroduendes;Tras La Alambrada;146
Elektroduendes;Te Vigilan;252
Elektroduendes;Salgo A La Calle;252
Elektroduendes;Al Otro Lado;172
The Stranglers;Cruel Garden;139
Metallica;Orion;579
Leño;La Nana;478
Leño;Sorprendente;248
Nacha Pop & Antonio Vega;Angel caído;0
Dead Kennedys;Hyperactive Child;37
Estopa;Cuando Amanece;202
Nacha Pop & Antonio Vega;Ahora se que mis amigos;0
Siniestro Total;Vuelvo hacia el hogar;200
El Arrebato;Duele;273
Maná;Maeo;238
Leño;¡Que Tire La Toalla!;243
Modulos;Hello, Goodbye!;285
Metallica;Don't Tread on Me;225
Leño;Lo Que Acabas De Elegir;142
Dead Kennedys;Well Paid Scientist;142
Leño;No Se Vende El Rock & Roll;190
Nacha Pop & Antonio Vega;Esperando nada;0
Dead Kennedys;Government Flu;117
Jeanette;soy feliz;0
Leño;La Noche De Que Te Hablé;165
Nomadi;È giorno ancora;0
Nomadi;Per Quando É Tardi;0
Metallica;The Unforgiven;501
Janet Jackson;Luv Me Luv Me;0
Maná;Falta amor;252
Maná;Buscandola;249
Rosendo;Sumisión;186
Dead Kennedys;Kepone Factory;78
Jeanette;Me olvidarás;130
The Doors;Do It;181
Nacha Pop & Antonio Vega;El sitio de mi recreo;0
Jeanette;Blamin's Not Hard To Do;0
Metallica;Wherever I May Roam;450
Shaggy;Something Different;271
Metallica;The Four Horsemen;283
Jeanette;Porque Te Vas;203
Bon Jovi;You Give Love a Bad Name;223
Rosendo;Masculino singular;243
Estopa;Se Me Olvida la Vida;223
Nacha Pop & Antonio Vega;Sácame;0
Estopa;Pastillas De Freno;206
Fabrizio De André;Un Chimico;181
Johnny Gill;Slow and Sexy;0
I Nomadi;La Devianza (2007 Remaster);0
Janis Joplin;Little Girl Blue;208
Sabicas;Rumbo a la Fiesta (Bulerias);171
99 Posse;Nell'Era Della Confusione Semiotica;282
SAVE ONE SONG;Rock vs. Metal;0
99 Posse;Pagherete Caro (Pezzo Contro La Lega);0
99 Posse;Focolaio;228
99 Posse;Vulesse;313
J.C. Lodge;Telephone Love;230
Dead Kennedys;Holiday in Cambodia;271
Paco de Lucía Reaction;Entre dos aguas  - First Time Hearing - Requested;0
Jarabe de Palo;En conexión;219
Nacha Pop & Antonio Vega;Vistete;0
Nick Cave & the Bad Seeds;There Is a Town;299
Nick Cave & the Bad Seeds;Rock of Gibraltar;180
Nick Cave & the Bad Seeds;Dead Man in My Bed;281
Amy Winehouse;Help Yourself;301
Amy Winehouse;You Sent Me Flying;353
Kreator;Dying Planet;0
Kreator;Pride Comes Before the Fall;0
Kreator;Demonic Future;0
Kreator;Midnight Sun;218
Kreator;Conquer and Destroy;0
Kreator;Become Immortal;0
Kreator;Strongest of the Strong;249
Kreator;Crush the Tyrants;0
Kreator;Killer of Jesus;0
I Nomadi;Vola (Remaster 1994);0
I Nomadi;Tutto Passa (Remaster 1994);0
I Nomadi;Non Dimenticarti Di Me (Remaster 1994);0
I Nomadi;Vai Via, Cosa Vuoi (All The Love In World) (Remaster 1994);0
I Nomadi;Un Pugno Di Sabbia (Remaster 1994);0
I Nomadi;Mille E Una Sera (Remaster 1994);0
I Nomadi;Mai Come Lei Nessuna (Run To The Sun) (Remaster 1994);0
I Nomadi;Il Nome Di Lei (Gotta See Jane) (Remaster 1994);0
I Nomadi;So Che Mi Perdonerai (Remaster 1994);0
I Nomadi;Beautiful Day (Remaster 1994);0
Tomatito;Al Mariyya (bulerias);203
Sabicas;Apreganao Me Tienes (Seguidilla);0
Sabicas;Jardines de Huelva (Fandango);244
Sabicas;Llanto Minero (Rondena);298
Sabicas;Puerto Santa Maria (Alegrias);200
Sabicas;Patio De Los Leones (Granadina);226
Sabicas;La Farruca De Las Tres Gitarras;0
Sabicas;El Pillallo (Malaguene);0
Sabicas;Dolor Gitano (Taranta);267
Vicente Amigo;De Blanco y Oro (Tanguillo);276
The Rolling Stones;Paint It Black;231
Vicente Amigo;Sierra Del Agua (Rondena);0
Vicente Amigo;Vivencias Imaginadas;341
Vicente Amigo;Mensaje (Fandangos);303
Vicente Amigo;Ventanas Al Alma;332
Miles Davis;Mystery (reprise);89
Miles Davis;Duke Booty;295
Miles Davis;Fantasy;275
Miles Davis;Sonya;332
Miles Davis;Blow;307
Miles Davis;High Speed Chase;281
Miles Davis;Chocolate Chip;278
Miles Davis;The Doo-Bop Song;302
Miles Davis;Mystery;236
The Rolling Stones;Doncha Bother Me;155
The Rolling Stones;Under My Thumb;361
The Rolling Stones;Lady Jane (Mono Version);189
The Rolling Stones;Stupid Girl;172
Nomadi;Gli aironi neri;277
Nomadi;I Ragazzi Dell'Olivo;164
🍁 Estoy entre un niña y el hachís 🍁;Ferran Tomas;0
Nomadi;Ma Noi No!;286
Nomadi;Il Pilota di Hiroshima;193
Nomadi;Gordon;259
Nomadi;Il vecchio e il bambino;333
Nomadi;Tutto a posto;207
Nomadi;Un Giorno Insieme;200
Nomadi;Crescerai;214
Nomadi;Io Vagabondo (Che Non Sono Altro);193
Nomadi;Ho difeso il mio amore (Nights In White Satin);276
Nomadi;Dio è morto;163
Nomadi;Noi Non Ci Saremo;159
Nomadi;Come potete giudicar;215
I Nomadi;"La Collina (2007 - Remaster;)";0
I Nomadi;"Piccola Città (2007 - Remaster;)";0
Nomadi;Canzone Della Bambina Portoghese (2007 Remaster);
I Nomadi;"L'Isola Non Trovata (2007 - Remaster;)";0
I Nomadi;"Asia (2007 - Remaster;)";0
I Nomadi;Il Vecchio E Il Bambino (2007 Remaster);0
Nomadi;I Gatti Randagi;195
Nomadi;Rosso;268
Nomadi;Il Fiume;285
Nomadi;Gira;205
Nomadi;Senza patria;400
Nomadi;Salvador (15 Anni Dopo);183
Nomadi;Sara' Come Il Tempo Vuole;284
Nomadi;Costa Dell'Est;175
Nomadi;Estate;152
Nomadi;Canzone D'Amore;205
Nomadi;Marta;145
Nomadi;Voglia D'Inverno;191
Nomadi;Storie di Mare;223
Nomadi;Origini;237
Nomadi;Ed Io;233
Nomadi;Rebecca (Un Gioco Di Società) (1994 Digital Remaster);
Nomadi;Non Credevi;232
Nomadi;Luisa (1994 Digital Remaster);
Nomadi;La Mia Canzone Per Gli Amici;272
I Nomadi;Joe Mitraglia (Remaster 1994);0
I Nomadi;Naracauli (Remaster 1994);0
Fabrizio De André;Via Della Croce;270
I Nomadi;Ala Bianca (Sixty Years On) (Remaster 1994);0
I Nomadi;La Città (2007 Remaster);0
I Nomadi;Riverisco (Parte 1: La Foresta) (2007 Remaster);0
I Nomadi;Suoni (Remaster 1994);0
Nomadi;Amici miei (Parte 4a);0
Nomadi;Amici miei (Parte 3a);0
Nomadi;Il vecchio e il bambino (live);0
Nomadi;Amici miei (Parte 2a);0
Nomadi;Ala Bianca (sixty years on);158
Nomadi;Amici miei (Parte 1a);0
Nomadi;La mia città;170
Nomadi;Utopia;279
Nomadi;Sera Bolognese;259
Nomadi;Jenny;230
Nomadi;I Tre Miti;250
Nomadi;Segnali caotici;230
Nomadi;Nella sera;232
Nomadi;Il falò;322
Nomadi;Casa mia;185
Nomadi;Rotolando va;207
Nomadi;Il treno della notte;176
I Nomadi;Dio È Morto (Remaster 1994);0
I Nomadi;Noi (Remaster 1994);0
I Nomadi;Baraduka' (Remaster 1994);0
I Nomadi;Il Disgelo (Remaster 1994);0
I Nomadi;Ma Piano (Per Non Svegliarmi) (Remaster 1994);0
I Nomadi;Per Fare Un Uomo (Remaster 1994);0
I Nomadi;Noi Non Ci Saremo (Remaster 1994);0
I Nomadi;Ti Voglio (Remaster 1994);0
I Nomadi;Quattro Lire E Noi (Remaster 1994);0
I Nomadi;Spegni Quella Luce (Remaster 1994);0
I Nomadi;Come Potete Giudicar (The Revolution Kind) (Remaster 1994);0
I Nomadi;Per Quando Noi Non Ci Saremo (Remaster 1994);0
Fabrizio De André;Laudate Dominum;20
Fabrizio De André;D'a Me Riva;186
Fabrizio De André;Sidùn;381
Estopa;Era (Bonus Track) (Maqueta);0
Fabrizio De André;Verdi Pascoli;315
Fabrizio De André;Franziska;331
Fabrizio De André;Hotel Supramonte;273
Fabrizio De André;Fiume Sand Creek;321
Fabrizio De André;Canto Del Servo Pastore;193
Grupo Frontera, Fuerza Regida;COQUETA (Letra Oficial);0
Maná;Aname Hasta Que Me Muera;0
Maná;Como Te Extraño Corazon;310
Maná;La sirena;329
Maná;En El Muelle De San Blas;353
Maná;Robame el Alma;244
Maná;Clavado en un bar;310
Maná;Tu Tienes Lo Que Quiero;278
Maná;Como Dueles en los Labios;248
Maná;Un lobo por tu amor;322
Humbe;CÓMO RESPIRAR??? (Visualizer);0
Maná;Hechicera;297
Melendi;Asturias [*];0
Melendi;Contando Primaveras;189
Melendi;Vuelvo A Traficar;226
Melendi;Hablando En Plata;185
Melendi;Un Recuerdo Que Olvidar;171
Melendi;Sin noticias de Holanda;237
Melendi;Sé lo que hicisteis;226
Melendi;Desde mi ventana;225
Jarabe de Palo;Desamor;0
Jarabe de Palo;El Lado Oscuro;288
Jarabe de Palo;Vuela;211
Jarabe de Palo;Quiero Ser Poeta;212
El Arrebato;Maldeamores;0
El Arrebato;Mucha gente;233
El Arrebato;Cantaré;217
El Arrebato;En el número catorce;282
El Arrebato;Callejeando;239
El Arrebato;Oju lo que la quiero;0
Modulos;Yesterday;321
Maná;No Me Mores Asi;0
Maná;La puerta azul;194
Maná;Perdido en un barco;252
Maná;Estoy agotado;233
Maná;Soledad;278
Maná;Gitana;257
Siniestro Total;Inundacion;145
Siniestro Total;Llevadme A Mi Texas Nata;246
Siniestro Total;Bajo sus propias pistolas;249
Siniestro Total;¿A quien vas a culpar?;0
Siniestro Total;Llueve;171
Enrique Morente - Topic;Tienes la Cara;0
Enrique Morente;aunque es de noche;250
Nick Cave & the Bad Seeds;Babe, I'm on Fire;886
Nick Cave & the Bad Seeds;Still in Love;284
Nick Cave & the Bad Seeds;Bring It On;323
Extremoduro;El duende del parque (versión 2004);256
The Doors;Easy Ride;155
R.E.M.;E-Bow the Letter;292
Netherworld;Atlantis;387
Modulos;realidad;298
Modulos;Nada Me Importa;213
Këkht Aräkh;Amor;148
Desakato;A la soledad;281
Oasis;Let's All Make Believe;233
Modulos;Piensa en mí - 2015 Remaster;0
Derek Warfield;Get Out Ye Black and Tans;169
Eric Clapton;Cocaine;218
Café Quijano;No Tienes Corazón (Con Joaquín Sabina);245
Modulos;Para un mundo diferente - 2015 Remaster;0
Billy Joel;Vienna;214
Los Punsetes;Una Persona Sospechosa;163
Modulos;Nada me importa - 2015 Remaster;0
Desakato;Tu disfraz;233
Big Brother & The Holding Company;Summertime;240
Nena;99 Luftballons;229
Fleetwood Mac;The Chain - 2004 Remaster;269
Smash;It´s only nothing;286
The Police;Don't Stand So Close to Me;201
Gorillaz;Feel Good Inc.;236
Modulos;Al ponerse el sol - 2015 Remaster;0
Lou Reed;Walk on the Wild Side;253
Airbag;Por Mil Noches;284
Modulos;Promesas - 2015 Remaster;0
Rels B;lo que hay x aquí;155
Fito Y Fitipaldis;Por la boca vive el pez;269
Jefferson Airplane;Tobacco Road;204
Wunderhorse;Teal;190
Extremoduro;Decidí - Versión 2004;153
The Police;Roxanne;192
Oasis;Stop Crying Your Heart Out;305
Scorpions;Wind of Change;310
Fito Y Fitipaldis;Me equivocaría otra vez;424
Sui Generis;Cuando Comenzamos A Nacer;163
Pink Floyd;Breathe (In the Air);175
Ghost;Life Eternal;207
Smash;Love millionaire;179
Estopa;Vino Tinto;199
