artist;track;duration
The Beatles;Kansas City / Hey-Hey-Hey-Hey!;158
Santana;(Da Le) Yaleo;177
B.B. King;Paying The Cost To Be The Boss;213
B.B. King;Every Day ( I Have The Blues );132
John Lee Hooker;I Want to Shout;145
John Lee Hooker;She Shot Me Down;169
John Lee Hooker;Send Me Your Pillow;145
John Lee Hooker;Keep Your Hands to Yourself;140
John Lee Hooker;What Do You Say;150
John Lee Hooker;Onions;130
John Lee Hooker;I Wanna Walk;134
John Lee Hooker;Hard Headed Woman;151
John Lee Hooker;I'm so Excited;167
John Lee Hooker;Want Ad Blues;136
John Lee Hooker;House Rent Boogie;165
John Lee Hooker;I Want To Hug You;162
John Lee Hooker;Hobo Blues;180
John Lee Hooker;Boom Boom;151
Hot Playlist with red screen;Hot Playlist with red screen~;0
The Charlatans;Sunset & Vine;225
The Charlatans;Glory Glory;211
The Charlatans;The Architect;250
The Charlatans;Road to Paradise;272
The Charlatans;City of the Dead;242
The Charlatans;Muddy Ground;240
The Charlatans;Dead Man's Eye;261
The Charlatans;For Your Entertainment;238
The Charlatans;N.Y. C (No Need to Stop);0
The Charlatans;Blackened Blue Eyes;267
Noel Gallagher's High Flying Birds;Stop the Clocks;304
Noel Gallagher's High Flying Birds;AKA... Broken Arrow;0
Noel Gallagher's High Flying Birds;Soldier Boys and Jesus Freaks;0
Noel Gallagher's High Flying Birds;AKA... What a Life!;263
Noel Gallagher's High Flying Birds;(I Wanna Live in a Dream in My) Record Machine;0
Noel Gallagher's High Flying Birds;The Death of You and Me;208
Noel Gallagher's High Flying Birds;If I Had a Gun...;249
Noel Gallagher's High Flying Birds;Dream On;0
Renaissance;Life In Brazil;223
Renaissance;Dolphins Prayer;202
Renaissance;The Race;300
Renaissance;In My Life;326
Renaissance;In The Sunshine;265
Renaissance;Dear Landseer;340
Renaissance;Eva's Pond;222
Renaissance;Pearls Of Wisdom;267
🔴 THE GAME AWARDS 2025: Official 4K60FPS Livestream (Today;7:30p ET / 4:30p PT / 12:30a GMT);0
Star Wars;Fate of the Old Republic Teaser Trailer;0
Robe.;Ruptura Leve;91
Robe.;Por Ser un Pervertido;343
Robe.;De Manera Urgente;227
Robe.;Nana Cruel;404
Robe.;...Y Rozar Contigo;203
Robe.;Un Suspiro Acompasado;550
Robe;Coda feliz;0
Robe;Cuarto movimiento: Yo no soy el dueño de mis emociones;0
Extremoduro;La canción de los oficios (tema extra);0
Extremoduro;Necesito droga y amor (tema extra);0
Extremoduro;Tu corazón (tema extra);0
Extremoduro;Necesito Droga y Amor;206
Extremoduro;Resolución;232
Extremoduro;Desidia;270
Extremoduro;Perro Callejero;179
Extremoduro;Ni Príncipes Ni Princesas;261
Extremoduro;J.D. La central nuclear;89
Extremoduro;V Centenario;0
Extremoduro;Quemando Tus Recuerdos;352
Extremoduro;La Canción de los Oficios;232
Extremoduro;Tu Corazón;306
Extremoduro;Arrebato  (versión 2004);0
Extremoduro;Decidí (versión 2004);153
Extremoduro;Jesucristo García (versión 2004);276
Extremoduro;Extremaydura (nueva mezcla con nuevas pistas);202
Extremoduro;Amor Castúo (versión 2004);207
Extremoduro;caballero andante (¡no me dejéis asííí!);0
Extremoduro;Te Juzgarán Sólo Por Tus Errores (Yo No);0
Extremoduro;Adiós abanico, que llegó el aire;0
Extremoduro;La Hoguera;255
Extremoduro;Jesucristo García;391
Extremoduro;Arrebato;221
Extremoduro;Romperás;210
Extremoduro;Decidí;153
Extremoduro;Emparedado;0
Extremoduro;Extremaydura;0
Renaissance;Opening Out;256
Renaissance;Island;372
Renaissance;The Sea;183
Renaissance;Bullet;683
Renaissance;Wanderer;244
Renaissance;Innocence;427
Renaissance;Kings And Queens;0
Curved Air;You Know;251
Curved Air;Jumbo;251
Curved Air;Back Street Luv;214
Curved Air;Young Mother;363
The Gathering;Probably Built in the Fifties;446
The Gathering;Locked Away;216
The Gathering;Illuminating;331
The Gathering;Travel;591
The Gathering;South American Ghost Ride;265
The Gathering;Marooned;348
The Gathering;The Big Sleep;337
The Gathering;Red Is a Slow Colour;386
The Gathering;Liberty Bell;361
The Gathering;My Electricity;203
The Gathering;Rescue Me;116
The Gathering;Great Ocean Road;379
The Gathering;Frail (You Might as Well Be Me);304
Led Zeppelin;The Ocean  (Working Mix);0
Led Zeppelin;No Quarter  (Rough Mix with JPJ Keyboard Overdubs - No Vocal);0
Led Zeppelin;Dancing Days  (Rough Mix with Vocal);0
Led Zeppelin;The Crunge  (Rough Mix - Keys Up);0
Led Zeppelin;Over the Hills and Far Away  (Guitar Mix Backing Track);0
Led Zeppelin;The Rain Song  (Mix Minus Piano);0
Led Zeppelin;The Song Remains the Same  (Guitar Overdub Reference Mix);0
Led Zeppelin;The Ocean;260
Led Zeppelin;No Quarter;1476
Led Zeppelin;D'yer Mak'er;261
Led Zeppelin;Dancing Days;221
Led Zeppelin;The Crunge;86
Led Zeppelin;Over the Hills and Far Away;441
Led Zeppelin;The Rain Song;539
Led Zeppelin;The Song Remains the Same;370
The Doors;Horse Latitudes;90
Pink Floyd;Seamus;134
Pink Floyd;San Tropez;214
Pink Floyd;Fearless;367
Pink Floyd;A Pillow of Winds;313
Pink Floyd;One of These Days;539
Pink Floyd;Comfortably Numb;462
Francesco Guccini;Canzone quasi d'amore;0
Francesco Guccini;Via Paolo Fabbri 43;0
Francesco Guccini;L'avvelenata;0
Nacha Pop & Antonio Vega;Cada uno su razón;0
Nacha Pop & Antonio Vega;Lo que tu y yo sabemos;0
Nacha Pop & Antonio Vega;Persiguiendo sombras;0
Nacha Pop & Antonio Vega;Asustado estoy;0
Nacha Pop & Antonio Vega;Sol del Caribe (Live);0
Nacha Pop & Antonio Vega;Lágrimas al suelo;0
Nacha Pop & Antonio Vega;Desordenada habitación;0
Nacha Pop & Antonio Vega;Si esto fuera amor;0
Nacha Pop & Antonio Vega;¿Quien soy?;0
Nacha Pop & Antonio Vega;Nuevo plan;0
Nacha Pop & Antonio Vega;Una décima de segundo (live);0
Nacha Pop & Antonio Vega;Lucha de gigantes;0
Nacha Pop & Antonio Vega;Puertas abiertas;0
Nacha Pop & Antonio Vega;Nadie puede parar (live);0
Nacha Pop & Antonio Vega;Relojes en la oscuridad;0
Nacha Pop & Antonio Vega;Grité una noche;0
Fabrizio De André;Canzone Per L'Estate;319
Fabrizio De André;Dolce luna;209
Fabrizio De André;Giugno '73;272
Fabrizio De André;Le Storie Di Ieri;195
Fabrizio De André;Nancy;242
Fabrizio De André;Oceano;190
Fabrizio De André;La Cattiva Strada;270
Fabrizio De André;Folaghe;178
Fabrizio De André;Parlando del naufragio della 'London Valour';0
Fabrizio De André;Zirichiltaggia;156
Fabrizio De André;Sally;288
Fabrizio De André;Avventura A Durango;292
Fabrizio De André;Tema di Rimini;111
Fabrizio De André;Andrea;330
Fabrizio De André;Coda Di Lupo;324
Fabrizio De André;Volta La Carta;243
Fabrizio De André;Rimini;247
Fabrizio De André;L'Infanzia Di Maria;299
Adriano Celentano;Spettabile Signore;182
Adriano Celentano;Se Non E' Amore;259
Adriano Celentano;Non Se Ne Parla Nemmeno;256
Adriano Celentano;Una Parola Non Ci Scappa Mai;221
Adriano Celentano;Il Tempo Se Ne Va;228
Adriano Celentano;Manifesto;276
Adriano Celentano;L'Orologio;284
Joaquin Sabina;19 Dias Y 500 Noches (Video Oficial);0
Adriano Celentano;Un Po' Artista Un Po' No;298
Sabicas;Bulerias;168
Sabicas;Flamenco Rock;373
Sabicas;Handclaps;31
Sabicas;Zambra;242
Sabicas;Zapateado;240
Sabicas;Joe's Tune;229
Sabicas;Inca Song;315
Vicente Amigo;El Mandaito (Buleria);0
Vicente Amigo;Limon De Nata (Rumba);261
Paco de Lucía;Llanos Del Real (Minera);218
Paco de Lucía;Rio Ancho (Rumba);271
Paco de Lucía;Plaza Alta (Soleá);372
Paco de Lucía;Ole (Jaleos);258
Paco de Lucía;A la Perla de Cadiz (Cantinas);0
Paco de Lucía;Cobre (Sevillanas);189
Paco de Lucía;Cueva del Gato (Rondena);0
Paco de Lucía;Almoraima (Bulerias);326
Riverside;The Same River;724
Led Zeppelin;Hats Off to (Roy) Harper;221
Led Zeppelin;Bron-Y-Aur Stomp;415
Led Zeppelin;Gallows Pole;296
Led Zeppelin;Since I've Been Loving You  (Rough Mix);0
Led Zeppelin;Celebration Day  (Alternate Mix);0
Led Zeppelin;Friends  (Track - No Vocal);0
Led Zeppelin;Key to the Highway / Trouble in Mind  (Rough Mix);0
Led Zeppelin;That's the Way;391
Led Zeppelin;Since I've Been Loving You;620
Led Zeppelin;Celebration Day;215
Led Zeppelin;Jennings Farm Blues  (Rough Mix);0
Led Zeppelin;Friends;233
Led Zeppelin;Out on the Tiles;1458
Led Zeppelin;Immigrant Song;145
Led Zeppelin;Whole Lotta Love  (Rough Mix with Vocal);0
Led Zeppelin;The Lemon Song;109
Led Zeppelin;Living Loving Maid (She's Just a Woman);159
Led Zeppelin;Ramble On;341
Led Zeppelin;What Is and What Should Never Be;305
Led Zeppelin;La La  (Backing Track);0
Led Zeppelin;Thank You  (Backing Track);0
Led Zeppelin;Heartbreaker  (Rough Mix with Vocal);0
Led Zeppelin;Ramble On  (Rough Mix with Vocal);0
Led Zeppelin;Living Loving Maid (She's Just a Woman)  (Backing Track);0
Led Zeppelin;Moby Dick  (Intro / Outro Rough Mix);0
Led Zeppelin;Moby Dick;1270
Led Zeppelin;Bring It on Home;555
Led Zeppelin;What Is And What Should Never Be  (rough Mix With Vocal);0
Led Zeppelin;Heartbreaker;254
Led Zeppelin;Thank You;447
Led Zeppelin;Whole Lotta Love;73
Ketama;Ke No;228
Ketama;Paren El Mundo;218
Ketama;Grito con el korazón;255
Ketama;Kanela Y Menta;250
Extremoduro;Dulce introducción al caos;462
Supertramp;Take the Long Way Home;278
Leño;Sí Señor, Sí Señor;164
Nomadi;Mercanti e servi;0
Estopa;A mí me gusta;219
Paco de Lucía;Entre dos aguas (1976) full video;0
Pink Floyd;Astronomy Domine;529
Pink Floyd;The Fletcher Memorial Home;251
El Arrebato;Cuando dijo adiós;252
Extremoduro;Buscando una Luna;251
Rosendo;Para Nada;0
99 Posse;Quello Che;252
Nomadi;Icaro;252
Aztec Camera;Head Is Happy (Heart's Insane);254
Leño;Maneras De Vivir;277
Ketama;Agustito;253
Nomadi;Michelina;250
Maná;Rayando el sol;250
Triana;del crepúsculo lento nacerá el rocío;354
Triana;Sr. Troncoso;218
Triana;necesito;248
Triana;Ya Está Bien;0
Triana;Recuerdos de Triana;172
Triana;sentimiento de amor;331
Triana;Rumor;202
Triana;Hijos del agobio;319
Modulos;Quisiera conseguir;280
Modulos;Juan;205
Modulos;En mis sueños;165
Modulos;El Sonido Del Silencio;506
Modulos;Quiero olvidar;228
Modulos;El Bandolero;228
Modulos;Sólo Tu;168
Modulos;Adiós Al Ayer;192
Modulos;Un Nuevo Día;277
Extremoduro;Estado Policial;235
Extremoduro;Papel Secante;296
Extremoduro;Ama, Ama, Ama y Ensancha el Alma;364
Extremoduro;Volando Solo;198
Extremoduro;Relación Convencional;180
Extremoduro;Deltoya;347
Extremoduro;Bulerías de la Sangre Caliente;217
Extremoduro;Con un Latido del Reloj;222
Extremoduro;Lucha Contigo;242
Extremoduro;última generación;0
Extremoduro;De Acero;224
Extremoduro;Sol de invierno;0
Manu Chao;El Viento;161
Manu Chao;La Despedida;189
Manu Chao;Minha Galera;142
Manu Chao;La Vie A;0
Manu Chao;Malegria;175
Manu Chao;Dia Lina... Dia Pena;0
Manu Chao;Welcome to Tijuana;242
Manu Chao;Por El Suelo;0
Manu Chao;Luna y Sol;0
Manu Chao;Mama Call;141
Manu Chao;Lagrimas de Oro;178
Manu Chao;Mentira...;277
Manu Chao;Je ne t'aime plus;280
Manu Chao;Bongo Bong;158
Manu Chao;Desaparecido;226
Manu Chao;Clandestino;140
Melendi;Arriba Extremoduro;191
Melendi;Echarte A Suertes;190
Melendi;Loco;211
Melendi;Porque Tu No Eres Un Coche;221
Melendi;Mesías de Vallecas;242
Melendi;Volantes Pa La Falda Mi Gitana;212
Melendi;Andadas;226
Melendi;Quiero Ser Feliz;219
Melendi;Mientras No Cueste Trabajo;171
Melendi;Calle La Pantomima;188
Melendi;Por Amarte Tanto;0
Melendi;Kisiera Yo Saber;212
Big Brother & The Holding Company;Magic of Love (Live);238
Big Brother & The Holding Company;Catch Me Daddy (Live);331
Big Brother & The Holding Company;Flower In the Sun (Previously Unissued);0
Big Brother & The Holding Company & Janis Joplin;Roadblock (Album Version);0
Big Brother & The Holding Company & Janis Joplin;Ball and Chain (Album Version);0
Big Brother & The Holding Company & Janis Joplin;Oh, Sweet Mary (Album Version);0
Big Brother & The Holding Company & Janis Joplin;Turtle Blues (Album Version);0
Janis Joplin & Big Brother & the Holding Company;Piece Of My Heart (Album version);0
Janis Joplin & Big Brother & the Holding Company;Summertime (Album Version);0
Ketama;Soledad;171
Ketama;El Lago;225
Ketama;Tan Lejos;203
Ketama;Miéteme;0
Ketama;K' Cha Chá;232
Ketama;Así me siento;276
Janis Joplin;Get It While You Can;217
Janis Joplin;Trust Me;197
Janis Joplin;Mercedes Benz;105
Janis Joplin;Me & Bobby McGee;271
Janis Joplin;My Baby;247
Janis Joplin;Buried Alive in the Blues;143
Janis Joplin;Half Moon;240
Janis Joplin;A Woman Left Lonely;212
Janis Joplin;Cry Baby;238
Janis Joplin;Move Over;258
Estopa;Bossanova;192
Estopa;Cacho A Cacho;155
Estopa;Me Falta El Aliento;220
Estopa;La Raja De Tu Falda;202
Estopa;Tu Calorro;190
Extremoduro;¡Qué borde era mi valle!;234
Extremoduro;Entre interiores;246
Extremoduro;Locura transitoria;494
Pink Floyd;Bike;204
Pink Floyd;The Scarecrow;127
Pink Floyd;Chapter 24;222
Pink Floyd;The Gnome;131
Pink Floyd;Interstellar Overdrive;1126
Pink Floyd;Take Up Thy Stethoscope and Walk;185
Pink Floyd;Pow R. Toc H.;266
Pink Floyd;Flaming;162
Pink Floyd;Matilda Mother;200
Pink Floyd;Lucifer Sam;187
ROSALÍA;Berghain (Official Video) feat. Björk & Yves Tumor;0
Fabrizio De André;Valzer Per Un Amore;226
Fabrizio De André;Delitto Di Paese;234
Fabrizio De André;Giovanna D'Arco;287
Fabrizio De André;La Città Vecchia;200
Fabrizio De André;Canzone Dell'Amore Perduto;199
Fabrizio De André;Morire Per Delle Idee;263
Fabrizio De André;Suzanne;209
Fabrizio De André;Ballata Dell'Amore Cieco;182
Fabrizio De André;Fila La Lana;139
Fabrizio De André;Le passanti;230
Fabrizio De André;Via della poverta' (Desolation Row);0
Fabrizio De André;Smisurata Preghiera;473
Fabrizio De André;Ho Visto Nina Volare;238
Fabrizio De André;A Cùmba;233
Fabrizio De André;Disamistade;313
Fabrizio De André;Le Acciughe Fanno Il Pallone;261
Fabrizio De André;Dolcenera;306
Fabrizio De André;Anime Salve;323
Fabrizio De André;Khorakhane (A Forza Di Essere Vento);0
Fabrizio De André;Princesa;298
Fabrizio De André;Carlo Martello Ritorna Dalla Battaglia Di Poitiers;318
Fabrizio De André;La Morte;139
Fabrizio De André;Bocca Di Rosa;280
Fabrizio De André;La Stagione Del Tuo Amore;181
Fabrizio De André;Via Del Campo;155
Fabrizio De André;La Canzone Di Barbara;136
Fabrizio De André;Si Chiamava Gesù;186
Fabrizio De André;Spiritual;153
Fabrizio De André;Marcia Nuziale;186
Fabrizio De André;Preghiera In Gennaio;210
Triana;Recuerdos de Una Noche (En Directo);284
Nomadi;Suoni;179
Extremoduro;Poema sobrecogido;0
Extremoduro;Pequeño rocanrol endémico;0
Extremoduro;Mi Voluntad;0
Extremoduro;Mama;369
Riverside;Left Out;659
Riverside;Escalator Shrine;761
Extremoduro;El día de la bestia;284
Extremoduro;El camino de las utopías;450
Riverside;Afloat;191
The Doors;Not to Touch the Earth;234
The Doors;Love Street;171
The Doors;Hello, I Love You;133
The Doors;Maggie M'Gill;264
The Doors;Indian Summer;153
The Doors;Queen of the Highway;167
The Doors;The Spy;255
The Doors;Land Ho!;248
The Doors;Ship of Fools;186
The Doors;Blue Sunday;128
The Doors;You Make Me Real;172
The Doors;Waiting for the Sun;238
Jim Morrison;Roadhouse Blues;244
Godspeed You! Black Emperor;A Military Alphabet (five eyes all blind) (4521.0kHz 6730.0kHz 4109.09kHz) / Job's Lament / First of the Last Glaciers / where we break how we shine (ROCKETS FOR MARY);1222
Kreator;Sergio Corbucci Is Dead;0
Riverside;Friend or Foe?;448
Riverside;Forgotten Land;0
Riverside;Where the River Flows;654
Riverside;Living In The Past;718
Riverside;Goodbye Sweet Innocence;640
Riverside;The Piece Reflecting the Mental State of One of the Members of Our Band;184
Riverside;Stuck Between;283
Riverside;The Time I Was Daydreaming;293
Riverside;Dna ts. Redum or F. Raf;0
Riverside;Acronym Love;284
Riverside;Us;153
Riverside;Together Again;388
Riverside;Age of Anger;716
Riverside;Self-Aware;329
Riverside;I'm Done with You;351
Riverside;The Place Where I Belong;796
Riverside;Post-Truth;0
Riverside;Big Tech Brother;443
Riverside;Landmine Blast;290
Riverside;Wasteland (live intro);540
Riverside;Return;410
Riverside;Heavenland;299
Riverside;Found (The Unexpected Flaw of Searching);243
Riverside;Time Travellers;319
Riverside;Towards the Blue Horizon;489
Riverside;Discard Your Fear;404
Riverside;Saturate Me;442
Riverside;Caterpillar and the Barbed Wire;416
Riverside;#Addicted;292
Riverside;Under the Pillow;407
Riverside;Lost (Why Should I Be Frightened by a Hat?);352
Riverside;Night Session - Part Two;692
Riverside;Night Session - Part One;645
Riverside;Coda;99
Riverside;Deprived (Irretrievably Lost Imagination);506
Riverside;Feel Like Falling;327
Riverside;We Got Used to Us;250
Riverside;Celebrity Touch;407
Riverside;The Depth of Self-Delusion;459
Riverside;New Generation Slave;257
Riverside;Hybrid Times;714
Riverside;Egoist Hedonist;537
Riverside;Driven to Destruction;426
Riverside;Hyperactive;329
Riverside;Lucid Dream IV [bonus track];0
Riverside;Ultimate Trip;793
Riverside;Cybernetic Pillow;286
Riverside;Embryonic;250
Riverside;Through the Other Side;245
Riverside;Parasomnia;474
Riverside;Schizophrenic Prayer;261
Riverside;02 Panic Room;287
Riverside;Rainbow Box;217
Riverside;Beyond the Eyelids;476
Riverside;Before;353
Riverside;Dance With the Shadow;698
Riverside;Reality Dream III;301
Riverside;I Turned You Down;274
Riverside;Artificial Smile;327
Riverside;Second Life Syndrome;940
Riverside;Conceiving You;220
Riverside;Volte-Face;521
Riverside;After;205
Riverside;OK;287
Riverside;The Curtain Falls;479
Riverside;In Two Minds;278
Riverside;Reality Dream II;285
Riverside;Loose Heart;290
Riverside;Reality Dream;376
Riverside;I Believe;254
Riverside;Out of Myself;227
King Gizzard & The Lizard Wizard;Sam Cherry's Last Shot;169
Estopa;Luna Lunera;226
Riverside;Story of My Dream;347
Riverside;Eye of the Soundscape;690
Aztec Camera;Stray;0
Rosendo;Manifiesta Deprimente;156
Dead Kennedys;When Ya Get Drafted;91
Godspeed You! Black Emperor;ii. Babys In A Thundercloud;0
Melendi;Una historia de tantas;223
Leño;Como Debe De Ser;140
Melendi;Trae pa'k esa yerba buena;0
Nacha Pop & Antonio Vega;No se acaban las calles;0
Godspeed You! Black Emperor;vi. Grey Rubble – Green Shoots;0
Metallica;One;420
Dead Kennedys;I Kill Children;138
Estopa;Penas Con Rumba;190
Aztec Camera;Let Your Love Decide  [Ronnie Scott's Club, London, 23-06-91];0
Dead Kennedys;Bleed for Me;204
R.E.M.;Animal;297
Elektroduendes;La Celda De La Tortura;167
Estopa;Apagón;185
Leño;No Lo Entiendo;211
Aztec Camera;Sister Ann;313
Metallica;Battery;288
99 Posse;Sient' O Fank;206
Inhaler;Strange Time to Be Alive;64
Janis Joplin;As Good as You've Been to This World;412
Estopa;Gulere Gulere;207
Héroes del Silencio;Babel;264
The Doors;Shaman's Blues;285
Aztec Camera;Jump;0
Héroes del Silencio;Héroe De Leyenda (Versión Maxi);301
Estopa;Pesadilla;617
Leño;Entre Las Cejas;234
Fabrizio De André;Sinan capudan pascia;210
God's Pee;Their Helicopters' Sing;390
Aztec Camera;Just Like The USA  [Sala Apolo, Barcelona, 5-05-92];0
Modulos;Todo Tiene Su Fin;306
Héroes del Silencio;Opio (En Directo);353
Riverside;Schizophrenic Prayer (remix);214
Angelus Apatrida;Cold (OFFICIAL VIDEO);0
Amy Winehouse;You Know I'm No Good;259
Aztec Camera;The Back Door To Heaven;322
Fabrizio De André;Il Suonatore Jones;267
Aztec Camera;Release;221
Héroes del Silencio;Fuente Esperanza (Nueva Mezcla);280
Riverside;02 Panic Room [remix] [bonus track];0
Leño;Calendario;209
Estopa;La Matraca (Bonus Track) (Maqueta);0
Aztec Camera;Notting Hill Blues;401
Estopa;Vacilón;206
Héroes del Silencio;Medicina Húmeda;181
KRS-One;The Jam [The Bridge Remix];0
Nomadi;Aiutala;220
Bon Jovi;This Is Love This Is Life;0
Riverside;Back to the River [bonus track];0
Aztec Camera;Just Like the USA;243
Bon Jovi;Have a Nice Day;228
Melendi;Mi rumbita pa' tus pies;194
Aztec Camera;Method of Love;263
Jarabe de Palo;Yin yang;193
Leño;Apágalas;151
Estopa;Vientos De Tormenta (Bonus Track) (Maqueta);0
Aztec Camera;Rainy Season  [Phoenix Festival, Long Marston, 14-07-95];0
Estopa;Nínguna Parte;0
Aztec Camera;The Bugle Sounds Again  [The Dominion Theatre, London, 16-10-84];0
Héroes del Silencio;Decadencia (en directo);491
Aztec Camera;The Birth Of The True  [The Dominion Theatre, London, 16-10-84];0
Nacha Pop & Antonio Vega;Lo mejor de nuestra vida;0
Aztec Camera;Deep And Wide And Tall  [Breakdown Mix];0
Dead Kennedys;California Über Alles;227
Amy Winehouse;Take the Box;199
Héroes del Silencio;Bendecida;358
Janis Joplin;Kozmic Blues;264
Aztec Camera;All I Need Is Everything  [Latin Mix];0
Jarabe de Palo;Dueño De Mi Silencio;207
Inhaler;Totally;236
R.E.M.;What's the Frequency, Kenneth?;240
Estopa;Fuente de energía;0
Riverside;Rainbow Trip (2016 Mix);379
Leño;Mientras Tanto;256
R.E.M.;Electrolite;258
Aztec Camera;Vertigo;294
Leño;Sodoma Y Chabola;250
Maná;Refrigerador;229
R.E.M.;Bad Day;245
Riverside;02 Panic Room (acoustic);205
Aztec Camera;Killermont Street;197
The Future Kings of England;The Cold Hard Truth;96
R.E.M.;Losing My Religion;272
Janis Joplin;One Good Man;249
Aztec Camera;More Than A Law;283
Estopa;Hemicraneal (Bonus Track) (Maqueta);0
Metallica;Creeping Death;426
Modulos;dulces palabras;246
Aztec Camera;Valium Summer;353
Elektroduendes;Makiladoras;164
Bon Jovi;I'll Be There For You;316
Nick Cave & the Bad Seeds;Wonderful Life;409
Héroes del Silencio;Bendecida 2;36
The Rolling Stones;Get Off My Cloud;190
Héroes del Silencio;Tumbas De Sal;272
Nacha Pop & Antonio Vega;Elixir de juventud;0
The Future Kings of England;Children of the Crown;552
God's Pee;mladic;1199
Estopa;Desenpolvando;0
Bon Jovi;Wanted Dead or Alive;307
Rosendo;Bajo Cuerda;0
Metallica;Master of Puppets;199
Jarabe de Palo;Quitame la Vida;196
Aztec Camera;How Men Are;219
Leño;Castigo;625
Riverside;Machines;233
Aztec Camera;Let Your Love Decide;303
Estopa;Me quedaré;197
The Future Kings of England;Mustard Men;432
Riverside;The Day After;108
Janis Joplin;Work Me, Lord;396
Rosendo;Nada Especial;0
Aztec Camera;Spanish Horses;256
Estopa;Lunes;182
Estopa;Tanta Tinta Tonta;193
Bon Jovi;Bad Medicine;340
Amy Winehouse;Wake Up Alone;222
R.E.M.;Nightswimming;249
Bon Jovi;In And Out Of Love;463
Riverside;Sleepwalkers;439
Héroes del Silencio;Virus;273
Bon Jovi;Always;353
Estopa;Rumba Sin Nombre;204
Sabicas;Sentimiento (Serrana);203
Pink Floyd;Lost for Words;310
Estopa;Estrella Fugaz;220
Héroes del Silencio;Hace Tiempo;314
Estopa;Monstruos;197
Dead Kennedys;Funland at the Beach;116
Héroes del Silencio;Avalancha;355
Anti-Flag;Depleted Uranium Is a War Crime;249
Riverside;The Struggle for Survival;572
Aztec Camera;Working in a Goldmine;343
Héroes del Silencio;La Sirena Varada;254
Rosendo;Flojos de Pantalón;326
Aztec Camera;Dream Sweet Dreams;208
Michael Rose;Shine Eye Gal;269
God's Pee;We Drift Like Worried Fire;1207
Riverside;Vale of Tears;289
Amy Winehouse;Me & Mr Jones;151
Estopa;No quiero verla más;201
Héroes del Silencio;Opio;377
El Arrebato;No me preguntes;212
Estopa;Estatua de Sal;203
Bon Jovi;Runaway;231
Nick Cave & the Bad Seeds;He Wants You;211
Estopa;Vacacíones;0
Julie Walters Feels 50 Cent’s Tongue;The Graham Norton Show;0
Aztec Camera;Oblivious;190
Inhaler;Who's Your Money On? (Plastic House);382
Inhaler;When It Breaks;222
Inhaler;My King Will Be Kind;292
Inhaler;Cheer Up Baby;225
Inhaler;Slide Out the Window;275
Inhaler;My Honest Face;272
Inhaler;It Won't Always Be Like This;244
Extremoduro;So payaso;281
Extremoduro;sucede;186
Extremoduro;Prometeo;209
Extremoduro;Manué IV;0
Roger Waters the wall;Special Appearance by David Gilmour, O2, London - May 12, 2011 Offical video;0
Rondò Veneziano;La Serenissima;138
¡Hackeando el Amor en Corazón de Melón!;Cómo Dominar el Juego con Python;0
Nadal015;STREET SHARK;0
Extremoduro;Quemando tus recuerdos (tema extra);0
Fabrizio De André;Canzone del maggio;144
The Stranglers;How to Find True Love and Happiness in the Present Day;187
The Stranglers;Golden Brown;208
The Stranglers;It Only Takes Two to Tango;222
The Stranglers;Pin Up;170
The Stranglers;The Man They Love to Hate;285
The Stranglers;Ain't Nothin' to It;238
The Stranglers;Let Me Introduce You to the Family;190
The Stranglers;Tramp;175
The Stranglers;Everybody Loves You When You're Dead;162
The Stranglers;Non Stop;150
The Doors;Peace Frog;172
The Doors;Five to One;276
The Doors;Yes, the River Knows;155
The Doors;We Could Be So Good Together;140
The Doors;My Wild Love;170
The Doors;Spanish Caravan;178
The Doors;The Unknown Soldier;293
The Doors;Wintertime Love;112
The Doors;Summer's Almost Gone;200
Estopa;Estopa;215
Estopa;Exiliado En El Lavabo;195
Estopa;Como Camarón;202
Estopa;El Del Medio De Los Chichos;228
Estopa;Suma Y Sigue;194
Estopa;Poquito A Poco;182
Estopa;Tan sólo;269
Estopa;Ojitos Rojos (en directo);267
Estopa;Mi Primera Cana;96
Estopa;Partiendo La Pana;237
Estopa;Ké Pasa!?;197
Estopa;Veulvo al las andadas;0
Estopa;Nasío pa' la alegría;0
Estopa;Te Vi Te Vi;248
Estopa;El Blade;192
Estopa;Jardín Del Olvido;0
Estopa;Demonios;223
Estopa;Destrangis In The Night;207
Paco de Lucía;Concierto de Aranjuez 1991;0
Nino Bravo;Un Beso Y Una Flor (Letra);0
Pedro Suarez Vertiz;Un vino una cerveza (Video Oficial);0
Roger Waters;The Wall Live In Berlin 1990 (Full Concert);0
Gino Paoli;Il Cielo in Una Stanza;127
Arena Hash;Cómo Te Va Mi Amor;339
Arena Hash;A Ese Infierno No Voy a Volver;203
Arena Hash;Volar Volar;191
Arena Hash;Muciélago Rodrigo;200
Arena Hash;Quiero Vivir Talvez Sin Amor;182
Arena Hash;Bésame;225
Arena Hash;El Rey Del Ah Ah Ah;227
Arena Hash;El túnel del bus;271
Arena Hash;Materialismo Sexual;226
Arena Hash;Y Es Que Sucede Así;230
Arena Hash;Rompeorejas;222
Arena Hash;De Ti Me Va Quedando Nada;219
Arena Hash;Mueve lo que puedas;214
Arena Hash;Frustrado Emocional;248
Arena Hash;Escondeme;0
Arena Hash;03 Arena Hash - Me Resfrie En Brasil;0
Arena Hash;02 Arena Hash - No Cambiare;0
Arena Hash;01 Arena Hash - Kangrejo Sacudia;0
